MODL,REPL,NRET,MTHD,THRC,NLEA,NINT_TRUE,NINT_ESTI,FN,FP,FNR,FPR,RF
Palaeognathae,1,5000,astral-bp,0.7,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,1,5000,astral-bp,0.8,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,1,5000,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,1,10000,astral-bp,0.4,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,1,10000,astral-bp,0.5,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,1,10000,astral-bp,0.6,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,1,10000,astral-bp,0.7,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,1,10000,astral-bp,0.8,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,1,10000,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,1,50000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,1,50000,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,1,50000,astral-bp,0.6,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,1,50000,astral-bp,0.7,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,1,50000,astral-bp,0.8,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,1,50000,astral-bp,0.9,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,1,100000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,1,100000,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,1,100000,astral-bp,0.6,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,1,100000,astral-bp,0.7,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,1,100000,astral-bp,0.8,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,1,100000,astral-bp,0.9,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,2,10,astral-bp,0.4,13,10,9,5,4,0.500000,0.400000,0.450000
Palaeognathae,2,10,astral-bp,0.5,13,10,5,6,1,0.600000,0.100000,0.350000
Palaeognathae,2,10,astral-bp,0.6,13,10,4,6,0,0.600000,0.000000,0.300000
Palaeognathae,2,10,astral-bp,0.7,13,10,3,7,0,0.700000,0.000000,0.350000
Palaeognathae,2,10,astral-bp,0.8,13,10,3,7,0,0.700000,0.000000,0.350000
Palaeognathae,2,10,astral-bp,0.9,13,10,1,9,0,0.900000,0.000000,0.450000
Palaeognathae,2,50,astral-bp,0.4,13,10,10,3,3,0.300000,0.300000,0.300000
Palaeognathae,2,50,astral-bp,0.5,13,10,8,3,1,0.300000,0.100000,0.200000
Palaeognathae,2,50,astral-bp,0.6,13,10,7,4,1,0.400000,0.100000,0.250000
Palaeognathae,2,50,astral-bp,0.7,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,2,50,astral-bp,0.8,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,2,50,astral-bp,0.9,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,2,100,astral-bp,0.4,13,10,10,2,2,0.200000,0.200000,0.200000
Palaeognathae,2,100,astral-bp,0.5,13,10,9,2,1,0.200000,0.100000,0.150000
Palaeognathae,2,100,astral-bp,0.6,13,10,7,4,1,0.400000,0.100000,0.250000
Palaeognathae,2,100,astral-bp,0.7,13,10,7,4,1,0.400000,0.100000,0.250000
Palaeognathae,2,100,astral-bp,0.8,13,10,7,4,1,0.400000,0.100000,0.250000
Palaeognathae,2,100,astral-bp,0.9,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,2,500,astral-bp,0.4,13,10,10,2,2,0.200000,0.200000,0.200000
Palaeognathae,2,500,astral-bp,0.5,13,10,9,2,1,0.200000,0.100000,0.150000
Palaeognathae,2,500,astral-bp,0.6,13,10,9,2,1,0.200000,0.100000,0.150000
Palaeognathae,2,500,astral-bp,0.7,13,10,9,2,1,0.200000,0.100000,0.150000
Palaeognathae,2,500,astral-bp,0.8,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,2,500,astral-bp,0.9,13,10,7,3,0,0.300000,0.000000,0.150000
Palaeognathae,2,1000,astral-bp,0.4,13,10,9,2,1,0.200000,0.100000,0.150000
Palaeognathae,2,1000,astral-bp,0.5,13,10,9,2,1,0.200000,0.100000,0.150000
Palaeognathae,2,1000,astral-bp,0.6,13,10,9,2,1,0.200000,0.100000,0.150000
Palaeognathae,2,1000,astral-bp,0.7,13,10,9,2,1,0.200000,0.100000,0.150000
Palaeognathae,2,1000,astral-bp,0.8,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,2,1000,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,2,5000,astral-bp,0.4,13,10,10,2,2,0.200000,0.200000,0.200000
Palaeognathae,2,5000,astral-bp,0.5,13,10,9,2,1,0.200000,0.100000,0.150000
Palaeognathae,2,5000,astral-bp,0.6,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,2,5000,astral-bp,0.7,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,2,5000,astral-bp,0.8,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,2,5000,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,2,10000,astral-bp,0.4,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,2,10000,astral-bp,0.5,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,2,10000,astral-bp,0.6,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,2,10000,astral-bp,0.7,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,2,10000,astral-bp,0.8,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,2,10000,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,2,50000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,2,50000,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,2,50000,astral-bp,0.6,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,2,50000,astral-bp,0.7,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,2,50000,astral-bp,0.8,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,2,50000,astral-bp,0.9,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,2,100000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,2,100000,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,2,100000,astral-bp,0.6,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,2,100000,astral-bp,0.7,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,2,100000,astral-bp,0.8,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,2,100000,astral-bp,0.9,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,3,10,astral-bp,0.4,13,10,9,5,4,0.500000,0.400000,0.450000
Palaeognathae,3,10,astral-bp,0.5,13,10,7,5,2,0.500000,0.200000,0.350000
Palaeognathae,3,10,astral-bp,0.6,13,10,6,5,1,0.500000,0.100000,0.300000
Palaeognathae,3,10,astral-bp,0.7,13,10,4,6,0,0.600000,0.000000,0.300000
Palaeognathae,3,10,astral-bp,0.8,13,10,2,8,0,0.800000,0.000000,0.400000
Palaeognathae,3,10,astral-bp,0.9,13,10,1,9,0,0.900000,0.000000,0.450000
Palaeognathae,3,50,astral-bp,0.4,13,10,10,3,3,0.300000,0.300000,0.300000
Palaeognathae,3,50,astral-bp,0.5,13,10,9,3,2,0.300000,0.200000,0.250000
Palaeognathae,3,50,astral-bp,0.6,13,10,8,3,1,0.300000,0.100000,0.200000
Palaeognathae,3,50,astral-bp,0.7,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,3,50,astral-bp,0.8,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,3,50,astral-bp,0.9,13,10,5,5,0,0.500000,0.000000,0.250000
Palaeognathae,3,100,astral-bp,0.4,13,10,10,2,2,0.200000,0.200000,0.200000
Palaeognathae,3,100,astral-bp,0.5,13,10,8,3,1,0.300000,0.100000,0.200000
Palaeognathae,3,100,astral-bp,0.6,13,10,7,3,0,0.300000,0.000000,0.150000
Palaeognathae,3,100,astral-bp,0.7,13,10,7,3,0,0.300000,0.000000,0.150000
Palaeognathae,3,100,astral-bp,0.8,13,10,7,3,0,0.300000,0.000000,0.150000
Palaeognathae,3,100,astral-bp,0.9,13,10,5,5,0,0.500000,0.000000,0.250000
Palaeognathae,3,500,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,3,500,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,3,500,astral-bp,0.6,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,3,500,astral-bp,0.7,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,3,500,astral-bp,0.8,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,3,500,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,3,1000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,3,1000,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,3,1000,astral-bp,0.6,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,3,1000,astral-bp,0.7,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,3,1000,astral-bp,0.8,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,3,1000,astral-bp,0.9,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,3,5000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,3,5000,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,3,5000,astral-bp,0.6,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,3,5000,astral-bp,0.7,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,3,5000,astral-bp,0.8,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,3,5000,astral-bp,0.9,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,3,10000,astral-bp,0.4,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,3,10000,astral-bp,0.5,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,3,10000,astral-bp,0.6,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,3,10000,astral-bp,0.7,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,3,10000,astral-bp,0.8,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,3,10000,astral-bp,0.9,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,3,50000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,3,50000,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,3,50000,astral-bp,0.6,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,3,50000,astral-bp,0.7,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,3,50000,astral-bp,0.8,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,3,50000,astral-bp,0.9,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,3,100000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,3,100000,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,3,100000,astral-bp,0.6,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,3,100000,astral-bp,0.7,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,3,100000,astral-bp,0.8,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,3,100000,astral-bp,0.9,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,4,10,astral-bp,0.4,13,10,5,7,2,0.700000,0.200000,0.450000
Palaeognathae,4,10,astral-bp,0.5,13,10,5,7,2,0.700000,0.200000,0.450000
Palaeognathae,4,10,astral-bp,0.6,13,10,5,7,2,0.700000,0.200000,0.450000
Palaeognathae,4,10,astral-bp,0.7,13,10,3,7,0,0.700000,0.000000,0.350000
Palaeognathae,4,10,astral-bp,0.8,13,10,3,7,0,0.700000,0.000000,0.350000
Palaeognathae,4,10,astral-bp,0.9,13,10,2,8,0,0.800000,0.000000,0.400000
Palaeognathae,4,50,astral-bp,0.4,13,10,9,4,3,0.400000,0.300000,0.350000
Palaeognathae,4,50,astral-bp,0.5,13,10,7,5,2,0.500000,0.200000,0.350000
Palaeognathae,4,50,astral-bp,0.6,13,10,5,5,0,0.500000,0.000000,0.250000
Palaeognathae,4,50,astral-bp,0.7,13,10,5,5,0,0.500000,0.000000,0.250000
Palaeognathae,4,50,astral-bp,0.8,13,10,5,5,0,0.500000,0.000000,0.250000
Palaeognathae,4,50,astral-bp,0.9,13,10,5,5,0,0.500000,0.000000,0.250000
Palaeognathae,4,100,astral-bp,0.4,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,4,100,astral-bp,0.5,13,10,7,3,0,0.300000,0.000000,0.150000
Palaeognathae,4,100,astral-bp,0.6,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,4,100,astral-bp,0.7,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,4,100,astral-bp,0.8,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,4,100,astral-bp,0.9,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,4,500,astral-bp,0.4,13,10,10,2,2,0.200000,0.200000,0.200000
Palaeognathae,4,500,astral-bp,0.5,13,10,9,2,1,0.200000,0.100000,0.150000
Palaeognathae,4,500,astral-bp,0.6,13,10,9,2,1,0.200000,0.100000,0.150000
Palaeognathae,4,500,astral-bp,0.7,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,4,500,astral-bp,0.8,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,4,500,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,4,1000,astral-bp,0.4,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,4,1000,astral-bp,0.5,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,4,1000,astral-bp,0.6,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,4,1000,astral-bp,0.7,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,4,1000,astral-bp,0.8,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,4,1000,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,4,5000,astral-bp,0.4,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,4,5000,astral-bp,0.5,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,4,5000,astral-bp,0.6,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,4,5000,astral-bp,0.7,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,4,5000,astral-bp,0.8,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,4,5000,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,4,10000,astral-bp,0.4,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,4,10000,astral-bp,0.5,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,4,10000,astral-bp,0.6,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,4,10000,astral-bp,0.7,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,4,10000,astral-bp,0.8,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,4,10000,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,4,50000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,4,50000,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,4,50000,astral-bp,0.6,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,4,50000,astral-bp,0.7,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,4,50000,astral-bp,0.8,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,4,50000,astral-bp,0.9,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,4,100000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,4,100000,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,4,100000,astral-bp,0.6,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,4,100000,astral-bp,0.7,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,4,100000,astral-bp,0.8,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,4,100000,astral-bp,0.9,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,5,10,astral-bp,0.4,13,10,7,5,2,0.500000,0.200000,0.350000
Palaeognathae,5,10,astral-bp,0.5,13,10,5,7,2,0.700000,0.200000,0.450000
Palaeognathae,5,10,astral-bp,0.6,13,10,3,7,0,0.700000,0.000000,0.350000
Palaeognathae,5,10,astral-bp,0.7,13,10,2,8,0,0.800000,0.000000,0.400000
Palaeognathae,5,10,astral-bp,0.8,13,10,2,8,0,0.800000,0.000000,0.400000
Palaeognathae,5,10,astral-bp,0.9,13,10,2,8,0,0.800000,0.000000,0.400000
Palaeognathae,5,50,astral-bp,0.4,13,10,10,3,3,0.300000,0.300000,0.300000
Palaeognathae,5,50,astral-bp,0.5,13,10,8,3,1,0.300000,0.100000,0.200000
Palaeognathae,5,50,astral-bp,0.6,13,10,8,3,1,0.300000,0.100000,0.200000
Palaeognathae,5,50,astral-bp,0.7,13,10,5,5,0,0.500000,0.000000,0.250000
Palaeognathae,5,50,astral-bp,0.8,13,10,5,5,0,0.500000,0.000000,0.250000
Palaeognathae,5,50,astral-bp,0.9,13,10,5,5,0,0.500000,0.000000,0.250000
Palaeognathae,5,100,astral-bp,0.4,13,10,10,3,3,0.300000,0.300000,0.300000
Palaeognathae,5,100,astral-bp,0.5,13,10,8,3,1,0.300000,0.100000,0.200000
Palaeognathae,5,100,astral-bp,0.6,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,5,100,astral-bp,0.7,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,5,100,astral-bp,0.8,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,5,100,astral-bp,0.9,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,5,500,astral-bp,0.4,13,10,10,2,2,0.200000,0.200000,0.200000
Palaeognathae,5,500,astral-bp,0.5,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,5,500,astral-bp,0.6,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,5,500,astral-bp,0.7,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,5,500,astral-bp,0.8,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,5,500,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,5,1000,astral-bp,0.4,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,5,1000,astral-bp,0.5,13,10,9,2,1,0.200000,0.100000,0.150000
Palaeognathae,5,1000,astral-bp,0.6,13,10,9,2,1,0.200000,0.100000,0.150000
Palaeognathae,5,1000,astral-bp,0.7,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,5,1000,astral-bp,0.8,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,5,1000,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,5,5000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,5,5000,astral-bp,0.5,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,5,5000,astral-bp,0.6,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,5,5000,astral-bp,0.7,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,5,5000,astral-bp,0.8,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,5,5000,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,5,10000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,5,10000,astral-bp,0.5,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,5,10000,astral-bp,0.6,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,5,10000,astral-bp,0.7,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,5,10000,astral-bp,0.8,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,5,10000,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,5,50000,astral-bp,0.4,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,5,50000,astral-bp,0.5,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,5,50000,astral-bp,0.6,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,5,50000,astral-bp,0.7,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,5,50000,astral-bp,0.8,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,5,50000,astral-bp,0.9,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,5,100000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,5,100000,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,5,100000,astral-bp,0.6,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,5,100000,astral-bp,0.7,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,5,100000,astral-bp,0.8,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,5,100000,astral-bp,0.9,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,6,10,astral-bp,0.4,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,6,10,astral-bp,0.5,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,6,10,astral-bp,0.6,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,6,10,astral-bp,0.7,13,10,3,7,0,0.700000,0.000000,0.350000
Palaeognathae,6,10,astral-bp,0.8,13,10,3,7,0,0.700000,0.000000,0.350000
Palaeognathae,6,10,astral-bp,0.9,13,10,1,9,0,0.900000,0.000000,0.450000
Palaeognathae,6,50,astral-bp,0.4,13,10,10,2,2,0.200000,0.200000,0.200000
Palaeognathae,6,50,astral-bp,0.5,13,10,7,3,0,0.300000,0.000000,0.150000
Palaeognathae,6,50,astral-bp,0.6,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,6,50,astral-bp,0.7,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,6,50,astral-bp,0.8,13,10,5,5,0,0.500000,0.000000,0.250000
Palaeognathae,6,50,astral-bp,0.9,13,10,5,5,0,0.500000,0.000000,0.250000
Palaeognathae,6,100,astral-bp,0.4,13,10,10,3,3,0.300000,0.300000,0.300000
Palaeognathae,6,100,astral-bp,0.5,13,10,7,4,1,0.400000,0.100000,0.250000
Palaeognathae,6,100,astral-bp,0.6,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,6,100,astral-bp,0.7,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,6,100,astral-bp,0.8,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,6,100,astral-bp,0.9,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,6,500,astral-bp,0.4,13,10,10,2,2,0.200000,0.200000,0.200000
Palaeognathae,6,500,astral-bp,0.5,13,10,10,2,2,0.200000,0.200000,0.200000
Palaeognathae,6,500,astral-bp,0.6,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,6,500,astral-bp,0.7,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,6,500,astral-bp,0.8,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,6,500,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,6,1000,astral-bp,0.4,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,6,1000,astral-bp,0.5,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,6,1000,astral-bp,0.6,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,6,1000,astral-bp,0.7,13,10,9,2,1,0.200000,0.100000,0.150000
Palaeognathae,6,1000,astral-bp,0.8,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,6,1000,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,6,5000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,6,5000,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,6,5000,astral-bp,0.6,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,6,5000,astral-bp,0.7,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,6,5000,astral-bp,0.8,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,6,5000,astral-bp,0.9,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,6,10000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,6,10000,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,6,10000,astral-bp,0.6,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,6,10000,astral-bp,0.7,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,6,10000,astral-bp,0.8,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,6,10000,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,6,50000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,6,50000,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,6,50000,astral-bp,0.6,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,6,50000,astral-bp,0.7,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,6,50000,astral-bp,0.8,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,6,50000,astral-bp,0.9,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,6,100000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,6,100000,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,6,100000,astral-bp,0.6,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,6,100000,astral-bp,0.7,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,6,100000,astral-bp,0.8,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,6,100000,astral-bp,0.9,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,7,10,astral-bp,0.4,13,10,7,6,3,0.600000,0.300000,0.450000
