MODL,REPL,NRET,MTHD,NLEA,NINT_TRUE,NINT_ESTI,FN,FP,FNR,FPR,RF
26taxa,10,10,astrid-bp,26,23,23,15,15,0.652174,0.652174,0.652174
26taxa,10,10,astral-bp,26,23,23,16,16,0.695652,0.695652,0.695652
26taxa,10,10,mdc-bp,26,23,23,16,16,0.695652,0.695652,0.695652
26taxa,10,10,mdc-bp-ur,26,23,7,16,0,0.695652,0.000000,0.347826
26taxa,10,50,parsimony-strict,26,23,12,13,2,0.565217,0.086957,0.326087
26taxa,10,50,camin-sokal-strict,26,23,13,12,2,0.521739,0.086957,0.304348
26taxa,10,50,dollo-strict,26,23,16,12,5,0.521739,0.217391,0.369565
26taxa,10,50,astrid-bp,26,23,23,7,7,0.304348,0.304348,0.304348
26taxa,10,50,astral-bp,26,23,23,8,8,0.347826,0.347826,0.347826
26taxa,10,50,mdc-bp,26,23,23,10,10,0.434783,0.434783,0.434783
26taxa,10,50,mdc-bp-ur,26,23,14,11,2,0.478261,0.086957,0.282609
26taxa,10,100,parsimony-strict,26,23,16,10,3,0.434783,0.130435,0.282609
26taxa,10,100,camin-sokal-strict,26,23,15,11,3,0.478261,0.130435,0.304348
26taxa,10,100,dollo-strict,26,23,15,10,2,0.434783,0.086957,0.260870
26taxa,10,100,astrid-bp,26,23,23,6,6,0.260870,0.260870,0.260870
26taxa,10,100,astral-bp,26,23,23,5,5,0.217391,0.217391,0.217391
26taxa,10,100,mdc-bp,26,23,23,7,7,0.304348,0.304348,0.304348
26taxa,10,100,mdc-bp-ur,26,23,19,9,5,0.391304,0.217391,0.304348
26taxa,10,500,parsimony-strict,26,23,21,3,1,0.130435,0.043478,0.086957
26taxa,10,500,camin-sokal-strict,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,10,500,dollo-strict,26,23,22,2,1,0.086957,0.043478,0.065217
26taxa,10,500,astrid-bp,26,23,23,2,2,0.086957,0.086957,0.086957
26taxa,10,500,astral-bp,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,10,500,mdc-bp,26,23,23,2,2,0.086957,0.086957,0.086957
26taxa,10,500,mdc-bp-ur,26,23,22,3,2,0.130435,0.086957,0.108696
26taxa,10,1000,parsimony-strict,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,10,1000,camin-sokal-strict,26,23,22,1,0,0.043478,0.000000,0.021739
26taxa,10,1000,dollo-strict,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,10,1000,astrid-bp,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,10,1000,astral-bp,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,10,1000,mdc-bp,26,23,23,2,2,0.086957,0.086957,0.086957
26taxa,10,1000,mdc-bp-ur,26,23,23,2,2,0.086957,0.086957,0.086957
26taxa,10,5000,parsimony-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,5000,camin-sokal-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,5000,dollo-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,5000,astrid-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,5000,astral-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,5000,mdc-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,5000,mdc-bp-ur,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,10000,parsimony-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,10000,camin-sokal-strict,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,10,10000,dollo-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,10000,astrid-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,10000,astral-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,10000,mdc-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,10000,mdc-bp-ur,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,50000,parsimony-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,50000,camin-sokal-strict,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,10,50000,dollo-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,50000,astrid-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,50000,astral-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,50000,mdc-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,50000,mdc-bp-ur,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,100000,parsimony-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,100000,camin-sokal-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,100000,dollo-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,100000,astrid-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,100000,astral-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,100000,mdc-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,100000,mdc-bp-ur,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,10,parsimony-strict,26,23,7,17,1,0.739130,0.043478,0.391304
26taxa,11,10,camin-sokal-strict,26,23,7,17,1,0.739130,0.043478,0.391304
26taxa,11,10,dollo-strict,26,23,7,17,1,0.739130,0.043478,0.391304
26taxa,11,10,astrid-bp,26,23,23,15,15,0.652174,0.652174,0.652174
26taxa,11,10,astral-bp,26,23,23,16,16,0.695652,0.695652,0.695652
26taxa,11,10,mdc-bp,26,23,23,17,17,0.739130,0.739130,0.739130
26taxa,11,10,mdc-bp-ur,26,23,7,17,1,0.739130,0.043478,0.391304
26taxa,11,50,parsimony-strict,26,23,15,9,1,0.391304,0.043478,0.217391
26taxa,11,50,camin-sokal-strict,26,23,16,9,2,0.391304,0.086957,0.239130
26taxa,11,50,dollo-strict,26,23,15,9,1,0.391304,0.043478,0.217391
26taxa,11,50,astrid-bp,26,23,23,7,7,0.304348,0.304348,0.304348
26taxa,11,50,astral-bp,26,23,23,8,8,0.347826,0.347826,0.347826
26taxa,11,50,mdc-bp,26,23,23,9,9,0.391304,0.391304,0.391304
26taxa,11,50,mdc-bp-ur,26,23,16,9,2,0.391304,0.086957,0.239130
26taxa,11,100,parsimony-strict,26,23,17,8,2,0.347826,0.086957,0.217391
26taxa,11,100,camin-sokal-strict,26,23,18,7,2,0.304348,0.086957,0.195652
26taxa,11,100,dollo-strict,26,23,18,8,3,0.347826,0.130435,0.239130
26taxa,11,100,astrid-bp,26,23,23,6,6,0.260870,0.260870,0.260870
26taxa,11,100,astral-bp,26,23,23,7,7,0.304348,0.304348,0.304348
26taxa,11,100,mdc-bp,26,23,23,7,7,0.304348,0.304348,0.304348
26taxa,11,100,mdc-bp-ur,26,23,18,8,3,0.347826,0.130435,0.239130
26taxa,11,500,parsimony-strict,26,23,21,6,4,0.260870,0.173913,0.217391
26taxa,11,500,camin-sokal-strict,26,23,22,5,4,0.217391,0.173913,0.195652
26taxa,11,500,dollo-strict,26,23,23,4,4,0.173913,0.173913,0.173913
26taxa,11,500,astrid-bp,26,23,23,3,3,0.130435,0.130435,0.130435
26taxa,11,500,astral-bp,26,23,23,5,5,0.217391,0.217391,0.217391
26taxa,11,500,mdc-bp,26,23,23,4,4,0.173913,0.173913,0.173913
26taxa,11,500,mdc-bp-ur,26,23,22,5,4,0.217391,0.173913,0.195652
26taxa,11,1000,parsimony-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,1000,camin-sokal-strict,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,11,1000,dollo-strict,26,23,22,2,1,0.086957,0.043478,0.065217
26taxa,11,1000,astrid-bp,26,23,23,2,2,0.086957,0.086957,0.086957
26taxa,11,1000,astral-bp,26,23,23,2,2,0.086957,0.086957,0.086957
26taxa,11,1000,mdc-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,1000,mdc-bp-ur,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,5000,parsimony-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,5000,camin-sokal-strict,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,11,5000,dollo-strict,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,11,5000,astrid-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,5000,astral-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,5000,mdc-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,5000,mdc-bp-ur,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,10000,parsimony-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,10000,camin-sokal-strict,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,11,10000,dollo-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,10000,astrid-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,10000,astral-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,10000,mdc-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,10000,mdc-bp-ur,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,50000,parsimony-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,50000,camin-sokal-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,50000,dollo-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,50000,astrid-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,50000,astral-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,50000,mdc-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,50000,mdc-bp-ur,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,100000,parsimony-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,100000,camin-sokal-strict,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,11,100000,dollo-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,100000,astrid-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,100000,astral-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,100000,mdc-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,100000,mdc-bp-ur,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,12,10,parsimony-strict,26,23,7,18,2,0.782609,0.086957,0.434783
26taxa,12,10,camin-sokal-strict,26,23,7,18,2,0.782609,0.086957,0.434783
26taxa,12,10,dollo-strict,26,23,7,18,2,0.782609,0.086957,0.434783
26taxa,12,10,astrid-bp,26,23,23,16,16,0.695652,0.695652,0.695652
26taxa,12,10,astral-bp,26,23,23,16,16,0.695652,0.695652,0.695652
26taxa,12,10,mdc-bp,26,23,23,18,18,0.782609,0.782609,0.782609
26taxa,12,10,mdc-bp-ur,26,23,7,18,2,0.782609,0.086957,0.434783
26taxa,12,50,parsimony-strict,26,23,16,9,2,0.391304,0.086957,0.239130
26taxa,12,50,camin-sokal-strict,26,23,14,11,2,0.478261,0.086957,0.282609
26taxa,12,50,dollo-strict,26,23,15,10,2,0.434783,0.086957,0.260870
26taxa,12,50,astrid-bp,26,23,23,6,6,0.260870,0.260870,0.260870
26taxa,12,50,astral-bp,26,23,23,8,8,0.347826,0.347826,0.347826
26taxa,12,50,mdc-bp,26,23,23,8,8,0.347826,0.347826,0.347826
26taxa,12,50,mdc-bp-ur,26,23,17,9,3,0.391304,0.130435,0.260870
26taxa,12,100,parsimony-strict,26,23,16,7,0,0.304348,0.000000,0.152174
26taxa,12,100,camin-sokal-strict,26,23,15,8,0,0.347826,0.000000,0.173913
26taxa,12,100,dollo-strict,26,23,20,5,2,0.217391,0.086957,0.152174
26taxa,12,100,astrid-bp,26,23,23,3,3,0.130435,0.130435,0.130435
26taxa,12,100,astral-bp,26,23,23,4,4,0.173913,0.173913,0.173913
26taxa,12,100,mdc-bp,26,23,23,3,3,0.130435,0.130435,0.130435
26taxa,12,100,mdc-bp-ur,26,23,21,5,3,0.217391,0.130435,0.173913
26taxa,12,500,parsimony-strict,26,23,19,4,0,0.173913,0.000000,0.086957
26taxa,12,500,camin-sokal-strict,26,23,22,1,0,0.043478,0.000000,0.021739
26taxa,12,500,dollo-strict,26,23,23,3,3,0.130435,0.130435,0.130435
26taxa,12,500,astrid-bp,26,23,23,3,3,0.130435,0.130435,0.130435
26taxa,12,500,astral-bp,26,23,23,2,2,0.086957,0.086957,0.086957
26taxa,12,500,mdc-bp,26,23,23,2,2,0.086957,0.086957,0.086957
26taxa,12,500,mdc-bp-ur,26,23,23,2,2,0.086957,0.086957,0.086957
26taxa,12,1000,parsimony-strict,26,23,22,2,1,0.086957,0.043478,0.065217
26taxa,12,1000,camin-sokal-strict,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,12,1000,dollo-strict,26,23,23,2,2,0.086957,0.086957,0.086957
26taxa,12,1000,astrid-bp,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,12,1000,astral-bp,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,12,1000,mdc-bp,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,12,1000,mdc-bp-ur,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,12,5000,parsimony-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,12,5000,camin-sokal-strict,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,12,5000,dollo-strict,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,12,5000,astrid-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,12,5000,astral-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,12,5000,mdc-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,12,5000,mdc-bp-ur,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,12,10000,parsimony-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,12,10000,camin-sokal-strict,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,12,10000,dollo-strict,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,12,10000,astrid-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,12,10000,astral-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,12,10000,mdc-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,12,10000,mdc-bp-ur,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,12,50000,parsimony-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,12,50000,camin-sokal-strict,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,12,50000,dollo-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,12,50000,astrid-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,12,50000,astral-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,12,50000,mdc-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,12,50000,mdc-bp-ur,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,12,100000,parsimony-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,12,100000,camin-sokal-strict,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,12,100000,dollo-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,12,100000,astrid-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,12,100000,astral-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,12,100000,mdc-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,12,100000,mdc-bp-ur,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,13,10,parsimony-strict,26,23,5,19,1,0.826087,0.043478,0.434783
26taxa,13,10,camin-sokal-strict,26,23,5,19,1,0.826087,0.043478,0.434783
26taxa,13,10,dollo-strict,26,23,5,19,1,0.826087,0.043478,0.434783
26taxa,13,10,astrid-bp,26,23,23,19,19,0.826087,0.826087,0.826087
26taxa,13,10,astral-bp,26,23,23,16,16,0.695652,0.695652,0.695652
26taxa,13,10,mdc-bp,26,23,23,19,19,0.826087,0.826087,0.826087
26taxa,13,10,mdc-bp-ur,26,23,5,19,1,0.826087,0.043478,0.434783
26taxa,13,50,parsimony-strict,26,23,15,11,3,0.478261,0.130435,0.304348
26taxa,13,50,camin-sokal-strict,26,23,15,11,3,0.478261,0.130435,0.304348
26taxa,13,50,dollo-strict,26,23,12,11,0,0.478261,0.000000,0.239130
26taxa,13,50,astrid-bp,26,23,23,10,10,0.434783,0.434783,0.434783
26taxa,13,50,astral-bp,26,23,23,9,9,0.391304,0.391304,0.391304
26taxa,13,50,mdc-bp,26,23,23,9,9,0.391304,0.391304,0.391304
26taxa,13,50,mdc-bp-ur,26,23,15,11,3,0.478261,0.130435,0.304348
26taxa,13,100,parsimony-strict,26,23,21,5,3,0.217391,0.130435,0.173913
26taxa,13,100,camin-sokal-strict,26,23,22,4,3,0.173913,0.130435,0.152174
26taxa,13,100,dollo-strict,26,23,18,6,1,0.260870,0.043478,0.152174
26taxa,13,100,astrid-bp,26,23,23,4,4,0.173913,0.173913,0.173913
26taxa,13,100,astral-bp,26,23,23,4,4,0.173913,0.173913,0.173913
26taxa,13,100,mdc-bp,26,23,23,5,5,0.217391,0.217391,0.217391
26taxa,13,100,mdc-bp-ur,26,23,20,5,2,0.217391,0.086957,0.152174
26taxa,13,500,parsimony-strict,26,23,23,3,3,0.130435,0.130435,0.130435
26taxa,13,500,camin-sokal-strict,26,23,22,1,0,0.043478,0.000000,0.021739
26taxa,13,500,dollo-strict,26,23,23,4,4,0.173913,0.173913,0.173913
26taxa,13,500,astrid-bp,26,23,23,2,2,0.086957,0.086957,0.086957
26taxa,13,500,astral-bp,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,13,500,mdc-bp,26,23,23,2,2,0.086957,0.086957,0.086957
26taxa,13,500,mdc-bp-ur,26,23,23,2,2,0.086957,0.086957,0.086957
26taxa,13,1000,parsimony-strict,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,13,1000,camin-sokal-strict,26,23,22,1,0,0.043478,0.000000,0.021739
26taxa,13,1000,dollo-strict,26,23,23,3,3,0.130435,0.130435,0.130435
26taxa,13,1000,astrid-bp,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,13,1000,astral-bp,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,13,1000,mdc-bp,26,23,23,2,2,0.086957,0.086957,0.086957
26taxa,13,1000,mdc-bp-ur,26,23,23,2,2,0.086957,0.086957,0.086957
26taxa,13,5000,parsimony-strict,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,13,5000,camin-sokal-strict,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,13,5000,dollo-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,13,5000,astrid-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,13,5000,astral-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,13,5000,mdc-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,13,5000,mdc-bp-ur,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,13,10000,parsimony-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,13,10000,camin-sokal-strict,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,13,10000,dollo-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,13,10000,astrid-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,13,10000,astral-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,13,10000,mdc-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,13,10000,mdc-bp-ur,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,13,50000,parsimony-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,13,50000,camin-sokal-strict,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,13,50000,dollo-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,13,50000,astrid-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,13,50000,astral-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,13,50000,mdc-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,13,50000,mdc-bp-ur,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,13,100000,parsimony-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,13,100000,camin-sokal-strict,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,13,100000,dollo-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,13,100000,astrid-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,13,100000,astral-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,13,100000,mdc-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,13,100000,mdc-bp-ur,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,14,10,parsimony-strict,26,23,9,14,0,0.608696,0.000000,0.304348
26taxa,14,10,camin-sokal-strict,26,23,9,14,0,0.608696,0.000000,0.304348
26taxa,14,10,dollo-strict,26,23,9,14,0,0.608696,0.000000,0.304348
26taxa,14,10,astrid-bp,26,23,23,10,10,0.434783,0.434783,0.434783
26taxa,14,10,astral-bp,26,23,23,11,11,0.478261,0.478261,0.478261
26taxa,14,10,mdc-bp,26,23,23,13,13,0.565217,0.565217,0.565217
26taxa,14,10,mdc-bp-ur,26,23,9,14,0,0.608696,0.000000,0.304348
26taxa,14,50,parsimony-strict,26,23,17,8,2,0.347826,0.086957,0.217391
26taxa,14,50,camin-sokal-strict,26,23,16,8,1,0.347826,0.043478,0.195652
26taxa,14,50,dollo-strict,26,23,17,8,2,0.347826,0.086957,0.217391
26taxa,14,50,astrid-bp,26,23,23,7,7,0.304348,0.304348,0.304348
26taxa,14,50,astral-bp,26,23,23,6,6,0.260870,0.260870,0.260870
26taxa,14,50,mdc-bp,26,23,23,7,7,0.304348,0.304348,0.304348
26taxa,14,50,mdc-bp-ur,26,23,18,8,3,0.347826,0.130435,0.239130
26taxa,14,100,parsimony-strict,26,23,21,5,3,0.217391,0.130435,0.173913
26taxa,14,100,camin-sokal-strict,26,23,21,5,3,0.217391,0.130435,0.173913
26taxa,14,100,dollo-strict,26,23,20,5,2,0.217391,0.086957,0.152174
26taxa,14,100,astrid-bp,26,23,23,4,4,0.173913,0.173913,0.173913
26taxa,14,100,astral-bp,26,23,23,4,4,0.173913,0.173913,0.173913
26taxa,14,100,mdc-bp,26,23,23,5,5,0.217391,0.217391,0.217391
26taxa,14,100,mdc-bp-ur,26,23,21,5,3,0.217391,0.130435,0.173913
26taxa,14,500,parsimony-strict,26,23,21,2,0,0.086957,0.000000,0.043478
26taxa,14,500,camin-sokal-strict,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,14,500,dollo-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,14,500,astrid-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,14,500,astral-bp,26,23,23,2,2,0.086957,0.086957,0.086957
26taxa,14,500,mdc-bp,26,23,23,2,2,0.086957,0.086957,0.086957
26taxa,14,500,mdc-bp-ur,26,23,23,2,2,0.086957,0.086957,0.086957
26taxa,14,1000,parsimony-strict,26,23,22,1,0,0.043478,0.000000,0.021739
26taxa,14,1000,camin-sokal-strict,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,14,1000,dollo-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,14,1000,astrid-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,14,1000,astral-bp,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,14,1000,mdc-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,14,1000,mdc-bp-ur,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,14,5000,parsimony-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,14,5000,camin-sokal-strict,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,14,5000,dollo-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,14,5000,astrid-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,14,5000,astral-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,14,5000,mdc-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,14,5000,mdc-bp-ur,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,14,10000,parsimony-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,14,10000,camin-sokal-strict,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,14,10000,dollo-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,14,10000,astrid-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,14,10000,astral-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,14,10000,mdc-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,14,10000,mdc-bp-ur,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,14,50000,parsimony-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,14,50000,camin-sokal-strict,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,14,50000,dollo-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,14,50000,astrid-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,14,50000,astral-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,14,50000,mdc-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,14,50000,mdc-bp-ur,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,14,100000,parsimony-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,14,100000,camin-sokal-strict,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,14,100000,dollo-strict,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,14,100000,astrid-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,14,100000,astral-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,14,100000,mdc-bp,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,14,100000,mdc-bp-ur,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,15,10,parsimony-strict,26,23,6,18,1,0.782609,0.043478,0.413043
26taxa,15,10,camin-sokal-strict,26,23,6,18,1,0.782609,0.043478,0.413043
26taxa,15,10,dollo-strict,26,23,6,18,1,0.782609,0.043478,0.413043
26taxa,15,10,astrid-bp,26,23,23,16,16,0.695652,0.695652,0.695652
26taxa,15,10,astral-bp,26,23,23,17,17,0.739130,0.739130,0.739130
26taxa,15,10,mdc-bp,26,23,23,17,17,0.739130,0.739130,0.739130
26taxa,15,10,mdc-bp-ur,26,23,6,18,1,0.782609,0.043478,0.413043
26taxa,15,50,parsimony-strict,26,23,14,10,1,0.434783,0.043478,0.239130
26taxa,15,50,camin-sokal-strict,26,23,14,10,1,0.434783,0.043478,0.239130
26taxa,15,50,dollo-strict,26,23,14,10,1,0.434783,0.043478,0.239130
26taxa,15,50,astrid-bp,26,23,23,9,9,0.391304,0.391304,0.391304
26taxa,15,50,astral-bp,26,23,23,9,9,0.391304,0.391304,0.391304
26taxa,15,50,mdc-bp,26,23,23,9,9,0.391304,0.391304,0.391304
26taxa,15,50,mdc-bp-ur,26,23,15,10,2,0.434783,0.086957,0.260870
26taxa,15,100,parsimony-strict,26,23,16,8,1,0.347826,0.043478,0.195652
26taxa,15,100,camin-sokal-strict,26,23,17,7,1,0.304348,0.043478,0.173913
